source,institution,category,raw_record,scraped_at,company,country,value_usd,value_mk,items,title,pdf_link
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,1 | Zanak Pharmaceuticals | Malawi,2026-08-24T00:50:14.648052,Zanak Pharmaceuticals,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,2 | Ritechem Pharmaceuticals | Malawi,2026-08-24T00:50:14.648079,Ritechem Pharmaceuticals,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,3 | Intas Pharmaceuticals Limited | India,2026-08-24T00:50:14.648086,Intas Pharmaceuticals Limited,India,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,4 | Worldwide Pharmaceutical Distributors | Malawi,2026-08-24T00:50:14.648092,Worldwide Pharmaceutical Distributors,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,5 | Maza Medics International | Malawi,2026-08-24T00:50:14.648097,Maza Medics International,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,6 | Premedium Pharmaceuticals Pvt Ltd | Malawi,2026-08-24T00:50:14.648102,Premedium Pharmaceuticals Pvt Ltd,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,7 | HP Pharmaceuticals | Malawi,2026-08-24T00:50:14.648107,HP Pharmaceuticals,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,8 | PharmaChemie Limited | Malawi,2026-08-24T00:50:14.648111,PharmaChemie Limited,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,9 | Esmo International CC | South Africa,2026-08-24T00:50:14.648116,Esmo International CC,South Africa,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,10 | Crown Pharmaceuticals and Research Laboratories Limited | Malawi,2026-08-24T00:50:14.648121,Crown Pharmaceuticals and Research Laboratories Limited,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,11 | Intermed International Commodities Limited | Malawi,2026-08-24T00:50:14.648125,Intermed International Commodities Limited,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,12 | Pharmavet Ltd | Malawi,2026-08-24T00:50:14.648130,Pharmavet Ltd,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,13 | Artemis Pharmaceuticals Ltd | Malawi,2026-08-24T00:50:14.648135,Artemis Pharmaceuticals Ltd,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,14 | IDA Foundation | Netherlands,2026-08-24T00:50:14.648182,IDA Foundation,Netherlands,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,15 | Living Medicals Distribution | Malawi,2026-08-24T00:50:14.648203,Living Medicals Distribution,Malawi,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,16 | DAWA Limited | Kenya,2026-08-24T00:50:14.648209,DAWA Limited,Kenya,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,17 | Angel Biogenics Pvt Ltd | India,2026-08-24T00:50:14.648214,Angel Biogenics Pvt Ltd,India,,,,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"1 | B17 | Angel Biogenics Pvt Ltd | India | 3,386,511.01 | 2,790,485,072.24",2026-08-24T00:50:14.648226,Angel Biogenics Pvt Ltd,India,"3,386,511.01","2,790,485,072.24",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"2 | B16 | DAWA Limited | Kenya | 2,820,513.22 | 2,324,102,893.28",2026-08-24T00:50:14.648236,DAWA Limited,Kenya,"2,820,513.22","2,324,102,893.28",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"3 | B8 | PharmaChemie Limited | Malawi | 2,365,485.00 | 1,949,159,640.00",2026-08-24T00:50:14.648245,PharmaChemie Limited,Malawi,"2,365,485.00","1,949,159,640.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"4 | B12 | Pharmavet Ltd | Malawi | 2,475,286.48 | 2,039,636,059.52",2026-08-24T00:50:14.648253,Pharmavet Ltd,Malawi,"2,475,286.48","2,039,636,059.52",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"5 | B4 | Worldwide Pharmaceutical Distributors | Malawi | 1,571,327.44 | 1,294,773,810.56",2026-08-24T00:50:14.648262,Worldwide Pharmaceutical Distributors,Malawi,"1,571,327.44","1,294,773,810.56",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"1 | B10 | SMI Healthcare Ltd | Malawi | 513,413,000.00",2026-08-24T00:50:14.648280,SMI Healthcare Ltd,Malawi,,"513,413,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"2 | B11 | Lab Supplies | Malawi | 31,921,000.00",2026-08-24T00:50:14.648289,Lab Supplies,Malawi,,"31,921,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"3 | B13 | MedTech Medical and Dental Supplies | Malawi | 142,810,254.48",2026-08-24T00:50:14.648297,MedTech Medical and Dental Supplies,Malawi,,"142,810,254.48",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"4 | B17 | Goodhope Pharmaceuticals | Malawi | 1,080,000.00",2026-08-24T00:50:14.648304,Goodhope Pharmaceuticals,Malawi,,"1,080,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"5 | B18 | Medical Giants | Malawi | 5,965,520.00",2026-08-24T00:50:14.648312,Medical Giants,Malawi,,"5,965,520.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"6 | B23 | Intersaf Medical Supplies | Malawi | 873,182,025.00",2026-08-24T00:50:14.648319,Intersaf Medical Supplies,Malawi,,"873,182,025.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"7 | B25 | Medisurge Ltd | Malawi | 2,482,284.90",2026-08-24T00:50:14.648326,Medisurge Ltd,Malawi,,"2,482,284.90",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"8 | B26 | Paramount Pharmaceutical Ltd | Malawi | 14,543,872.00",2026-08-24T00:50:14.648334,Paramount Pharmaceutical Ltd,Malawi,,"14,543,872.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"9 | B29 | Galilaya Healthcare Supplies | Malawi | 3,078,000.00",2026-08-24T00:50:14.648341,Galilaya Healthcare Supplies,Malawi,,"3,078,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"10 | B3 | Modern Investments Ltd | Malawi | 1,328,200.00",2026-08-24T00:50:14.648349,Modern Investments Ltd,Malawi,,"1,328,200.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"11 | B31 | Biscra Ltd | Malawi | 55,174,925.00",2026-08-24T00:50:14.648356,Biscra Ltd,Malawi,,"55,174,925.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"12 | B33 | EMG Laboratory Suppliers Pvt Ltd | Malawi | 73,396,504.98",2026-08-24T00:50:14.648366,EMG Laboratory Suppliers Pvt Ltd,Malawi,,"73,396,504.98",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"13 | B34 | Bio Lab Agencies Ltd | Malawi | 59,034,900.00",2026-08-24T00:50:14.648374,Bio Lab Agencies Ltd,Malawi,,"59,034,900.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"14 | B36 | Thofu Investments | Malawi | 682,923.00",2026-08-24T00:50:14.648381,Thofu Investments,Malawi,,"682,923.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"15 | B38 | Panganani Trading | Malawi | 870,000,000.00",2026-08-24T00:50:14.648388,Panganani Trading,Malawi,,"870,000,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"16 | B41 | Standard Medical Laboratories Ltd | Malawi | 107,591,200.00",2026-08-24T00:50:14.648395,Standard Medical Laboratories Ltd,Malawi,,"107,591,200.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"17 | B42 | Pharmacare Pharmacies | Malawi | 30,287,520.00",2026-08-24T00:50:14.648403,Pharmacare Pharmacies,Malawi,,"30,287,520.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"18 | B44 | Fortmed International | Malawi | 1,738,470.00",2026-08-24T00:50:14.648410,Fortmed International,Malawi,,"1,738,470.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"19 | B5 | Intermed International Commodities | Malawi | 28,958,806.74",2026-08-24T00:50:14.648417,Intermed International Commodities,Malawi,,"28,958,806.74",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"20 | B50 | Bio clinical Partners | Malawi | 75,040,932.00",2026-08-24T00:50:14.648425,Bio clinical Partners,Malawi,,"75,040,932.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"21 | B51 | Fatech Laboratories | Malawi | 3,210,000.00",2026-08-24T00:50:14.648432,Fatech Laboratories,Malawi,,"3,210,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"22 | B57 | Pharmachemie Ltd | Malawi | 2,459,777.83",2026-08-24T00:50:14.648439,Pharmachemie Ltd,Malawi,,"2,459,777.83",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"23 | B60 | Jetts 2000 | Malawi | 110,553.09",2026-08-24T00:50:14.648447,Jetts 2000,Malawi,,"110,553.09",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"24 | B62 | Lilongwe Chirani | Malawi | 870,018,000.00",2026-08-24T00:50:14.648454,Lilongwe Chirani,Malawi,,"870,018,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"25 | B69 | Medipoint | Malawi | 13,259,376.00",2026-08-24T00:50:14.648462,Medipoint,Malawi,,"13,259,376.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"26 | B72 | Ris Associates & General Dealers | Malawi | 22,631,560.00",2026-08-24T00:50:14.648469,Ris Associates & General Dealers,Malawi,,"22,631,560.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"27 | B74 | Sonali Pharmaceuticals | Malawi | 3,746,450.00",2026-08-24T00:50:14.648476,Sonali Pharmaceuticals,Malawi,,"3,746,450.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"28 | B76 | Yannakis General Import & Export | Malawi | 2,977,498.72",2026-08-24T00:50:14.648483,Yannakis General Import & Export,Malawi,,"2,977,498.72",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"29 | B81 | Pharma Solutions | Malawi | 56,000,000.00",2026-08-24T00:50:14.648491,Pharma Solutions,Malawi,,"56,000,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"30 | B84 | Worldwide Pharmaceutical Distributors | Malawi | 889,726,315.78",2026-08-24T00:50:14.648498,Worldwide Pharmaceutical Distributors,Malawi,,"889,726,315.78",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"31 | B86 | Mira Investments | Malawi | 2,200,000.00",2026-08-24T00:50:14.648505,Mira Investments,Malawi,,"2,200,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"32 | B87 | Thengo Pharmaceuticals | Malawi | 161,831,000.00",2026-08-24T00:50:14.648513,Thengo Pharmaceuticals,Malawi,,"161,831,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"33 | B9 | Favour Surgicals and Stationery Supplies | Malawi | 238,000,000.00",2026-08-24T00:50:14.648521,Favour Surgicals and Stationery Supplies,Malawi,,"238,000,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"34 | B91 | Ark Investments | Malawi | 6,007,500.00",2026-08-24T00:50:14.648528,Ark Investments,Malawi,,"6,007,500.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"35 | B12 | MCWISE Investments | Malawi | 46,719,900.00",2026-08-24T00:50:14.648538,MCWISE Investments,Malawi,,"46,719,900.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"36 | B53 | HP Pharmaceuticals | Malawi | 257,400.00",2026-08-24T00:50:14.648546,HP Pharmaceuticals,Malawi,,"257,400.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"37 | B67 | Salfa Surgical & Medical Suppliers | Malawi | 580,000.00",2026-08-24T00:50:14.648553,Salfa Surgical & Medical Suppliers,Malawi,,"580,000.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"38 | B75 | Sunrise Pharmaceuticals | Malawi | 7,478,400.00",2026-08-24T00:50:14.648561,Sunrise Pharmaceuticals,Malawi,,"7,478,400.00",,,
CMST Malawi,Central Medical Stores Trust (CMST),Medical Consumables & Pharmaceuticals,"39 | B78 | Tech Investments | Malawi | 5,958,050.00",2026-08-24T00:50:14.648568,Tech Investments,Malawi,,"5,958,050.00",,,
